oem,model,rssi correction (android rssi + rssi correction = iphone rssi),tx (as iphone would report for same power),has direct measurement
Nokia,TA-1027,-2,-26,no
Nokia,TA-1028,-2,-26,no
Nokia,TA-1032,-2,-26,no
Nokia,TA-1033,5,-24,no
Nokia,TA-1038,-2,-26,no
Nokia,TA-1039,5,-24,no
Nokia,TA-1041,-2,-26,no
Nokia,TA-1044,-2,-26,no
Nokia,TA-1052,-2,-26,no
Nokia,TA-1053,-2,-26,no
Nokia,TA-1054,-3,-31,yes
OnePlus,A0001,-3,-28,no
OnePlus,GM1905,-3,-28,no
OnePlus,GM1915,-3,-28,no
OnePlus,GM1917,-3,-28,no
OnePlus,GM1920,-3,-28,no
OnePlus,GM1925,-3,-28,no
OnePlus,HD1905,-3,-28,no
OnePlus,HD1907,-3,-28,no
OnePlus,HD1913,-3,-28,no
OnePlus,HD1925,-3,-28,no
OnePlus,IN2013,-3,-28,no
OnePlus,IN2017,-3,-28,no
OnePlus,IN2019,-3,-28,no
OnePlus,IN2023,-3,-28,no
OnePlus,ONE A2003,-3,-28,no
OnePlus,ONE E1003,-3,-28,no
OnePlus,ONEPLUS A3000,-12,-29,yes
OnePlus,ONEPLUS A5000,1,-25,yes
OnePlus,ONEPLUS A5010,-2,-27,yes
OnePlus,ONEPLUS A6003,0,-37,yes
OnePlus,ONEPLUS A6013,-2,-24,yes
OnePlus,One,-3,-28,no
OnePlus,Oneplus_Dosa_IN,-3,-28,no
Orbic,R370L,2,-27,no
Orbic,RC506LT,2,-27,no
Orbic,RC555L,2,-27,yes
Razer,Forge,-4,-30,no
Razer,Phone,-3,-33,yes
Razer,Phone 2,-5,-27,yes
Samsung,403SC,-3,-24,no
Samsung,404SC,4,-21,no
Samsung,Behold II,-3,-24,no
Samsung,EK-GC100,-3,-24,no
Samsung,EK-GC110,-3,-24,no
Samsung,EK-GC120,-3,-24,no
Samsung,EK-GC200,-3,-24,no
Samsung,EK-GN100,-3,-24,no
Samsung,EK-GN120,-3,-24,no
Samsung,EK-GN120A,-3,-24,no
Samsung,EK-KC100K,-3,-24,no
Samsung,EK-KC100S,-3,-24,no
Samsung,EK-KC120K,-3,-24,no
Samsung,EK-KC120L,-3,-24,no
Samsung,EK-KC120S,-3,-24,no
Samsung,GT-B5330,-3,-24,no
Samsung,GT-B5330B,-3,-24,no
Samsung,GT-B5330L,-3,-24,no
Samsung,GT-B5510,-3,-24,no
Samsung,GT-B5510B,-3,-24,no
Samsung,GT-B5510L,-3,-24,no
Samsung,GT-B5512,-3,-24,no
Samsung,GT-B5512B,-3,-24,no
Samsung,GT-B7510,-3,-24,no
Samsung,GT-B7510B,-3,-24,no
Samsung,GT-B7510L,-3,-24,no
Samsung,GT-B7810,-3,-24,no
Samsung,GT-B9062,-3,-24,no
Samsung,GT-B9120,-3,-24,no
Samsung,GT-B9150,-3,-24,no
Samsung,GT-B9388,-3,-24,no
Samsung,GT-I5500,-3,-24,no
Samsung,GT-I5500B,-3,-24,no
Samsung,GT-I5500L,-3,-24,no
Samsung,GT-I5500M,-3,-24,no
Samsung,GT-I5503,-3,-24,no
Samsung,GT-I5503T,-3,-24,no
Samsung,GT-I5508,-3,-24,no
Samsung,GT-I5510,-3,-24,no
Samsung,GT-I5510L,-3,-24,no
Samsung,GT-I5510M,-3,-24,no
Samsung,GT-I5510T,-3,-24,no
Samsung,GT-I5700L,-3,-24,no
Samsung,GT-I5700R,-3,-24,no
Samsung,GT-I5800,-3,-24,no
Samsung,GT-I5800D,-3,-24,no
Samsung,GT-I5800L,-3,-24,no
Samsung,GT-I5801,-3,-24,no
Samsung,GT-I8150,-3,-24,no
Samsung,GT-I8150B,-3,-24,no
Samsung,GT-I8150T,-3,-24,no
Samsung,GT-I8160,-3,-24,no
Samsung,GT-I8160L,-3,-24,no
Samsung,GT-I8160P,-3,-24,no
Samsung,GT-I8190,-3,-24,no
Samsung,GT-I8190L,-3,-24,no
Samsung,GT-I8190N,-3,-24,no
Samsung,GT-I8190T,-3,-24,no
Samsung,GT-I8200,-3,-24,no
Samsung,GT-I8200L,-3,-24,no
Samsung,GT-I8200N,-3,-24,no
Samsung,GT-I8200Q,-3,-24,no
Samsung,GT-I8250,-3,-24,no
Samsung,GT-I8258,-3,-24,no
Samsung,GT-I8260,-3,-24,no
Samsung,GT-I8260E,-3,-24,no
Samsung,GT-I8260L,-3,-24,no
Samsung,GT-I8262,-3,-24,no
Samsung,GT-I8262B,-3,-24,no
Samsung,GT-I8262D,-3,-24,no
Samsung,GT-I8268,-3,-24,no
Samsung,GT-I8530,-3,-24,no
Samsung,GT-I8550E,-3,-24,no
Samsung,GT-I8550L,-3,-24,no
Samsung,GT-I8552,-3,-24,no
Samsung,GT-I8552B,-3,-24,no
Samsung,GT-I8558,-3,-24,no
Samsung,GT-I8580,-3,-24,no
Samsung,GT-I8730,-3,-24,no
Samsung,GT-I8730T,-3,-24,no
Samsung,GT-I9000,-3,-24,no
Samsung,GT-I9000B,-3,-24,no
Samsung,GT-I9000M,-3,-24,no
Samsung,GT-I9000T,-3,-24,no
Samsung,GT-I9001,-3,-24,no
Samsung,GT-I9003,-3,-24,no
Samsung,GT-I9003L,-3,-24,no
Samsung,GT-I9008L,-3,-24,no
Samsung,GT-I9010,-3,-24,no
Samsung,GT-I9018,-3,-24,no
Samsung,GT-I9050,-3,-24,no
Samsung,GT-I9060,-3,-24,no
Samsung,GT-I9060C,-3,-24,no
Samsung,GT-I9060I,-3,-24,no
Samsung,GT-I9060L,-3,-24,no
Samsung,GT-I9060M,-3,-24,no
Samsung,GT-I9063T,-3,-24,no
Samsung,GT-I9070,-3,-24,no
Samsung,GT-I9070P,-3,-24,no
Samsung,GT-I9080E,-3,-24,no
Samsung,GT-I9080L,-3,-24,no
Samsung,GT-I9082,-3,-24,no
Samsung,GT-I9082C,-3,-24,no
Samsung,GT-I9082L,-3,-24,no
Samsung,GT-I9082i,-3,-24,no
Samsung,GT-I9100,-3,-24,no
Samsung,GT-I9100G,-3,-24,no
Samsung,GT-I9100M,-3,-24,no
Samsung,GT-I9100P,-3,-24,no
Samsung,GT-I9100T,-3,-24,no
Samsung,GT-I9103,-3,-24,no
Samsung,GT-I9105,-3,-24,no
Samsung,GT-I9105P,-3,-24,no
Samsung,GT-I9108,-3,-24,no
Samsung,GT-I9118,-3,-24,no
Samsung,GT-I9128,-3,-24,no
Samsung,GT-I9128E,-3,-24,no
Samsung,GT-I9128I,-3,-24,no
Samsung,GT-I9128V,-3,-24,no
Samsung,GT-I9150,-3,-24,no
Samsung,GT-I9152,-3,-24,no
Samsung,GT-I9152P,-3,-24,no
Samsung,GT-I9158,-3,-24,no
Samsung,GT-I9158P,-3,-24,no
Samsung,GT-I9158V,-3,-24,no
Samsung,GT-I9168,-3,-24,no
Samsung,GT-I9168I,-3,-24,no
Samsung,GT-I9190,-3,-24,no
Samsung,GT-I9192,-3,-24,no
Samsung,GT-I9192I,-3,-24,no
Samsung,GT-I9195,-3,-24,no
Samsung,GT-I9195I,-3,-24,no
Samsung,GT-I9195L,-3,-24,no
Samsung,GT-I9195T,-3,-24,no
Samsung,GT-I9195X,-3,-24,no
Samsung,GT-I9197,-3,-24,no
Samsung,GT-I9200,-3,-24,no
Samsung,GT-I9205,-3,-24,no
Samsung,GT-I9208,-3,-24,no
Samsung,GT-I9210,-3,-24,no
Samsung,GT-I9210T,-3,-24,no
Samsung,GT-I9220,-3,-24,no
Samsung,GT-I9228,-3,-24,no
Samsung,GT-I9230,-3,-24,no
Samsung,GT-I9235,-3,-24,no
Samsung,GT-I9260,-3,-24,no
Samsung,GT-I9268,-3,-24,no
Samsung,GT-I9295,-3,-24,no
Samsung,GT-I9300,-3,-24,no
Samsung,GT-I9300I,-3,-24,no
Samsung,GT-I9300T,-3,-24,no
Samsung,GT-I9301I,-3,-24,no
Samsung,GT-I9301Q,-3,-24,no
Samsung,GT-I9305,-3,-24,no
Samsung,GT-I9305N,-3,-24,no
Samsung,GT-I9305T,-3,-24,no
Samsung,GT-I9308,-3,-24,no
Samsung,GT-I9308I,-3,-24,no
Samsung,GT-I9500,-3,-24,no
Samsung,GT-I9502,-3,-24,no
Samsung,GT-I9505,-3,-24,no
Samsung,GT-I9505G,-3,-24,no
Samsung,GT-I9505X,-3,-24,no
Samsung,GT-I9506,-3,-24,no
Samsung,GT-I9507,-3,-24,no
Samsung,GT-I9507V,-3,-24,no
Samsung,GT-I9508,-3,-24,no
Samsung,GT-I9508C,-3,-24,no
Samsung,GT-I9508V,-3,-24,no
Samsung,GT-I9515,-3,-24,no
Samsung,GT-I9515L,-3,-24,no
Samsung,GT-N5100,-3,-24,no
Samsung,GT-N5105,-3,-24,no
Samsung,GT-N5110,-3,-24,no
Samsung,GT-N5120,-3,-24,no
Samsung,GT-N7000,-3,-24,no
Samsung,GT-N7000B,-3,-24,no
Samsung,GT-N7005,-3,-24,no
Samsung,GT-N7100,-3,-24,no
Samsung,GT-N7100T,-3,-24,no
Samsung,GT-N7102,-3,-24,no
Samsung,GT-N7102i,-3,-24,no
Samsung,GT-N7105,-3,-24,no
Samsung,GT-N7105T,-3,-24,no
Samsung,GT-N7108,-3,-24,no
Samsung,GT-N7108D,-3,-24,no
Samsung,GT-N8000,-3,-24,no
Samsung,GT-N8005,-3,-24,no
Samsung,GT-N8010,-3,-24,no
Samsung,GT-N8013,-3,-24,no
Samsung,GT-N8020,-3,-24,no
Samsung,GT-P1000,-3,-24,no
Samsung,GT-P1000L,-3,-24,no
Samsung,GT-P1000M,-3,-24,no
Samsung,GT-P1000N,-3,-24,no
Samsung,GT-P1000R,-3,-24,no
Samsung,GT-P1000T,-3,-24,no
Samsung,GT-P1010,-3,-24,no
Samsung,GT-P1013,-3,-24,no
Samsung,GT-P3100,-3,-24,no
Samsung,GT-P3100B,-3,-24,no
Samsung,GT-P3105,-3,-24,no
Samsung,GT-P3108,-3,-24,no
Samsung,GT-P3110,-3,-24,no
Samsung,GT-P3113,-3,-24,no
Samsung,GT-P5100,-3,-24,no
Samsung,GT-P5110,-3,-24,no
Samsung,GT-P5113,-3,-24,no
Samsung,GT-P5200,-3,-24,no
Samsung,GT-P5210,-3,-24,no
Samsung,GT-P5210XD1,-3,-24,no
Samsung,GT-P5220,-3,-24,no
Samsung,GT-P6200,-3,-24,no
Samsung,GT-P6200L,-3,-24,no
Samsung,GT-P6201,-3,-24,no
Samsung,GT-P6210,-3,-24,no
Samsung,GT-P6211,-3,-24,no
Samsung,GT-P6800,-3,-24,no
Samsung,GT-P6810,-3,-24,no
Samsung,GT-P7100,-3,-24,no
Samsung,GT-P7300,-3,-24,no
Samsung,GT-P7300B,-3,-24,no
Samsung,GT-P7310,-3,-24,no
Samsung,GT-P7320,-3,-24,no
Samsung,GT-P7320T,-3,-24,no
Samsung,GT-P7500,-3,-24,no
Samsung,GT-P7500D,-3,-24,no
Samsung,GT-P7500M,-3,-24,no
Samsung,GT-P7500R,-3,-24,no
Samsung,GT-P7500V,-3,-24,no
Samsung,GT-P7501,-3,-24,no
Samsung,GT-P7503,-3,-24,no
Samsung,GT-P7510,-3,-24,no
Samsung,GT-P7511,-3,-24,no
Samsung,GT-S5280,-3,-24,no
Samsung,GT-S5282,-3,-24,no
Samsung,GT-S5283B,-3,-24,no
Samsung,GT-S5300,-3,-24,no
Samsung,GT-S5300B,-3,-24,no
Samsung,GT-S5300L,-3,-24,no
Samsung,GT-S5301,-3,-24,no
Samsung,GT-S5301B,-3,-24,no
Samsung,GT-S5301L,-3,-24,no
Samsung,GT-S5302,-3,-24,no
Samsung,GT-S5302B,-3,-24,no
Samsung,GT-S5303,-3,-24,no
Samsung,GT-S5303B,-3,-24,no
Samsung,GT-S5310,-3,-24,no
Samsung,GT-S5310B,-3,-24,no
Samsung,GT-S5310C,-3,-24,no
Samsung,GT-S5310E,-3,-24,no
Samsung,GT-S5310G,-3,-24,no
Samsung,GT-S5310I,-3,-24,no
Samsung,GT-S5310L,-3,-24,no
Samsung,GT-S5310M,-3,-24,no
Samsung,GT-S5310N,-3,-24,no
Samsung,GT-S5310T,-3,-24,no
Samsung,GT-S5312,-3,-24,no
Samsung,GT-S5312B,-3,-24,no
Samsung,GT-S5312C,-3,-24,no
Samsung,GT-S5312L,-3,-24,no
Samsung,GT-S5312M,-3,-24,no
Samsung,GT-S5360,-3,-24,no
Samsung,GT-S5360B,-3,-24,no
Samsung,GT-S5360L,-3,-24,no
Samsung,GT-S5360T,-3,-24,no
Samsung,GT-S5363,-3,-24,no
Samsung,GT-S5367,-3,-24,no
Samsung,GT-S5368,-3,-24,no
Samsung,GT-S5369,-3,-24,no
Samsung,GT-S5570,-3,-24,no
Samsung,GT-S5570B,-3,-24,no
Samsung,GT-S5570I,-3,-24,no
Samsung,GT-S5570L,-3,-24,no
Samsung,GT-S5578,-3,-24,no
Samsung,GT-S5660,-3,-24,no
Samsung,GT-S5660B,-3,-24,no
Samsung,GT-S5660L,-3,-24,no
Samsung,GT-S5660M,-3,-24,no
Samsung,GT-S5660V,-3,-24,no
Samsung,GT-S5670,-3,-24,no
Samsung,GT-S5670B,-3,-24,no
Samsung,GT-S5670L,-3,-24,no
Samsung,GT-S5690,-3,-24,no
Samsung,GT-S5690L,-3,-24,no
Samsung,GT-S5690M,-3,-24,no
Samsung,GT-S5690R,-3,-24,no
Samsung,GT-S5698,-3,-24,no
Samsung,GT-S5820,-3,-24,no
Samsung,GT-S5830,-3,-24,no
Samsung,GT-S5830B,-3,-24,no
Samsung,GT-S5830C,-3,-24,no
Samsung,GT-S5830D,-3,-24,no
Samsung,GT-S5830F,-3,-24,no
Samsung,GT-S5830G,-3,-24,no
Samsung,GT-S5830L,-3,-24,no
Samsung,GT-S5830M,-3,-24,no
Samsung,GT-S5830T,-3,-24,no
Samsung,GT-S5830V,-3,-24,no
Samsung,GT-S5830i,-3,-24,no
Samsung,GT-S5831i,-3,-24,no
Samsung,GT-S5838,-3,-24,no
Samsung,GT-S5839i,-3,-24,no
Samsung,GT-S6010,-3,-24,no
Samsung,GT-S6010L,-3,-24,no
Samsung,GT-S6012,-3,-24,no
Samsung,GT-S6012B,-3,-24,no
Samsung,GT-S6102,-3,-24,no
Samsung,GT-S6102B,-3,-24,no
Samsung,GT-S6102E,-3,-24,no
Samsung,GT-S6108,-3,-24,no
Samsung,GT-S6293T,-3,-24,no
Samsung,GT-S6310,-3,-24,no
Samsung,GT-S6310B,-3,-24,no
Samsung,GT-S6310L,-3,-24,no
Samsung,GT-S6310N,-3,-24,no
Samsung,GT-S6310T,-3,-24,no
Samsung,GT-S6312,-3,-24,no
Samsung,GT-S6313T,-3,-24,no
Samsung,GT-S6352,-3,-24,no
Samsung,GT-S6358,-3,-24,no
Samsung,GT-S6500,-3,-24,no
Samsung,GT-S6500D,-3,-24,no
Samsung,GT-S6500L,-3,-24,no
Samsung,GT-S6500T,-3,-24,no
Samsung,GT-S6790,-3,-24,no
Samsung,GT-S6790E,-3,-24,no
Samsung,GT-S6790L,-3,-24,no
Samsung,GT-S6790N,-3,-24,no
Samsung,GT-S6792L,-3,-24,no
Samsung,GT-S6800,-3,-24,no
Samsung,GT-S6802,-3,-24,no
Samsung,GT-S6802B,-3,-24,no
Samsung,GT-S6810,-3,-24,no
Samsung,GT-S6810B,-3,-24,no
Samsung,GT-S6810E,-3,-24,no
Samsung,GT-S6810L,-3,-24,no
Samsung,GT-S6810M,-3,-24,no
Samsung,GT-S6810P,-3,-24,no
Samsung,GT-S6812,-3,-24,no
Samsung,GT-S6812B,-3,-24,no
Samsung,GT-S6812C,-3,-24,no
Samsung,GT-S6812i,-3,-24,no
Samsung,GT-S6818,-3,-24,no
Samsung,GT-S6818V,-3,-24,no
Samsung,GT-S7262,-3,-24,no
Samsung,GT-S7270,-3,-24,no
Samsung,GT-S7270L,-3,-24,no
Samsung,GT-S7272,-3,-24,no
Samsung,GT-S7272C,-3,-24,no
Samsung,GT-S7273T,-3,-24,no
Samsung,GT-S7275,-3,-24,no
Samsung,GT-S7275B,-3,-24,no
Samsung,GT-S7275R,-3,-24,no
Samsung,GT-S7275T,-3,-24,no
Samsung,GT-S7275Y,-3,-24,no
Samsung,GT-S7278,-3,-24,no
Samsung,GT-S7278U,-3,-24,no
Samsung,GT-S7390,-3,-24,no
Samsung,GT-S7390E,-3,-24,no
Samsung,GT-S7390G,-3,-24,no
Samsung,GT-S7390L,-3,-24,no
Samsung,GT-S7392,-3,-24,no
Samsung,GT-S7392L,-3,-24,no
Samsung,GT-S7500,-3,-24,no
Samsung,GT-S7500L,-3,-24,no
Samsung,GT-S7500T,-3,-24,no
Samsung,GT-S7500W,-3,-24,no
Samsung,GT-S7508,-3,-24,no
Samsung,GT-S7560,-3,-24,no
Samsung,GT-S7560M,-3,-24,no
Samsung,GT-S7562,-3,-24,no
Samsung,GT-S7562C,-3,-24,no
Samsung,GT-S7562L,-3,-24,no
Samsung,GT-S7562i,-3,-24,no
Samsung,GT-S7566,-3,-24,no
Samsung,GT-S7568,-3,-24,no
Samsung,GT-S7568I,-3,-24,no
Samsung,GT-S7572,-3,-24,no
Samsung,GT-S7580,-3,-24,no
Samsung,GT-S7580E,-3,-24,no
Samsung,GT-S7580L,-3,-24,no
Samsung,GT-S7582,-3,-24,no
Samsung,GT-S7582L,-3,-24,no
Samsung,GT-S7583T,-3,-24,no
Samsung,GT-S7710,-3,-24,no
Samsung,GT-S7710L,-3,-24,no
Samsung,GT-S7898,-3,-24,no
Samsung,GT-S7898I,-3,-24,no
Samsung,GT-i5700,-3,-24,no
Samsung,Galaxy Nexus,-3,-24,no
Samsung,Galaxy X,-3,-24,no
Samsung,Gear Live,-3,-24,no
Samsung,Gravity,-3,-24,no
Samsung,GravityQuad,-3,-24,no
Samsung,ISW11SC,-3,-24,no
Samsung,Nexus 10,-3,-24,no
Samsung,Nexus S,-3,-24,no
Samsung,Nexus S 4G,-3,-24,no
Samsung,SAMSUNG-EK-GC100,-3,-24,no
Samsung,SAMSUNG-SGH-I257,-3,-24,no
Samsung,SAMSUNG-SGH-I317,-3,-24,no
Samsung,SAMSUNG-SGH-I337,-3,-24,no
Samsung,SAMSUNG-SGH-I337Z,-3,-24,no
Samsung,SAMSUNG-SGH-I407,-3,-24,no
Samsung,SAMSUNG-SGH-I437,-3,-24,no
Samsung,SAMSUNG-SGH-I437P,-3,-24,no
Samsung,SAMSUNG-SGH-I437Z,-3,-24,no
Samsung,SAMSUNG-SGH-I467,-3,-24,no
Samsung,SAMSUNG-SGH-I497,-3,-24,no
Samsung,SAMSUNG-SGH-I527,-3,-24,no
Samsung,SAMSUNG-SGH-I537,-3,-24,no
Samsung,SAMSUNG-SGH-I547,-3,-24,no
Samsung,SAMSUNG-SGH-I577,-3,-24,no
Samsung,SAMSUNG-SGH-I717,-3,-24,no
Samsung,SAMSUNG-SGH-I727,-3,-24,no
Samsung,SAMSUNG-SGH-I747,-3,-24,no
Samsung,SAMSUNG-SGH-I747Z,-3,-24,no
Samsung,SAMSUNG-SGH-I777,-3,-24,no
Samsung,SAMSUNG-SGH-I827,-3,-24,no
Samsung,SAMSUNG-SGH-I847,-3,-24,no
Samsung,SAMSUNG-SGH-I857,-3,-24,no
Samsung,SAMSUNG-SGH-I896,-3,-24,no
Samsung,SAMSUNG-SGH-I897,-3,-24,no
Samsung,SAMSUNG-SGH-I927,-3,-24,no
Samsung,SAMSUNG-SGH-I927R,-3,-24,no
Samsung,SAMSUNG-SGH-I957,-3,-24,no
Samsung,SAMSUNG-SGH-I957D,-3,-24,no
Samsung,SAMSUNG-SGH-I957M,-3,-24,no
Samsung,SAMSUNG-SGH-I957R,-3,-24,no
Samsung,SAMSUNG-SGH-I997,-3,-24,no
Samsung,SAMSUNG-SGH-I997R,-3,-24,no
Samsung,SAMSUNG-SM-C105A,-3,-24,no
Samsung,SAMSUNG-SM-G360AZ,-3,-24,no
Samsung,SAMSUNG-SM-G530A,-3,-24,no
Samsung,SAMSUNG-SM-G530AZ,-3,-24,no
Samsung,SAMSUNG-SM-G730A,-3,-24,no
Samsung,SAMSUNG-SM-G750A,-3,-24,no
Samsung,SAMSUNG-SM-G800A,-3,-24,no
Samsung,SAMSUNG-SM-G850A,0,-28,no
Samsung,SAMSUNG-SM-G870A,-3,-24,no
Samsung,SAMSUNG-SM-G890A,-3,-24,no
Samsung,SAMSUNG-SM-G891A,-1,-31,yes
Samsung,SAMSUNG-SM-G900A,0,-27,yes
Samsung,SAMSUNG-SM-G900AZ,0,-27,no
Samsung,SAMSUNG-SM-G920A,2,-26,no
Samsung,SAMSUNG-SM-G920AZ,2,-26,no
Samsung,SAMSUNG-SM-G925A,4,-21,no
Samsung,SAMSUNG-SM-G928A,-3,-24,no
Samsung,SAMSUNG-SM-G930A,0,-33,no
Samsung,SAMSUNG-SM-G930AZ,6,-34,yes
Samsung,SAMSUNG-SM-G935A,6,-35,yes
Samsung,SAMSUNG-SM-J120A,2,-25,no
Samsung,SAMSUNG-SM-J120AZ,2,-25,no
Samsung,SAMSUNG-SM-J320A,-10,-12,no
Samsung,SAMSUNG-SM-J320AZ,-10,-12,no
Samsung,SAMSUNG-SM-J321AZ,-10,-12,no
Samsung,SAMSUNG-SM-J326AZ,-3,-24,no
Samsung,SAMSUNG-SM-J327A,-3,-24,no
Samsung,SAMSUNG-SM-J327AZ,-3,-24,no
Samsung,SAMSUNG-SM-J727A,-1,-20,no
Samsung,SAMSUNG-SM-J727AZ,-1,-20,no
Samsung,SAMSUNG-SM-N900A,-3,-24,no
Samsung,SAMSUNG-SM-N910A,10,-41,no
Samsung,SAMSUNG-SM-N915A,-5,-29,no
Samsung,SAMSUNG-SM-N920A,-2,-35,no
Samsung,SAMSUNG-SM-N930A,2,-31,no
Samsung,SAMSUNG-SM-P907A,-3,-24,no
Samsung,SAMSUNG-SM-T217A,-3,-24,no
Samsung,SAMSUNG-SM-T337A,-3,-24,no
Samsung,SAMSUNG-SM-T377A,-3,-24,no
Samsung,SAMSUNG-SM-T537A,-3,-24,no
Samsung,SAMSUNG-SM-T677A,-3,-24,no
Samsung,SAMSUNG-SM-T707A,-3,-24,no
Samsung,SAMSUNG-SM-T807A,-3,-24,no
Samsung,SAMSUNG-SM-T817A,-3,-24,no
Samsung,SAMSUNG-SM-T818A,-3,-24,no
Samsung,SC-01C,-3,-24,no
Samsung,SC-01D,-3,-24,no
Samsung,SC-01E,-3,-24,no
Samsung,SC-01F,-3,-24,no
Samsung,SC-01G,-5,-29,no
Samsung,SC-01H,-3,-24,no
Samsung,SC-01J,2,-31,no
Samsung,SC-01K,-3,-21,no
Samsung,SC-01L,0,-31,no
Samsung,SC-01M,-3,-24,no
Samsung,SC-02B,-3,-24,no
Samsung,SC-02C,-3,-24,no
Samsung,SC-02D,-3,-24,no
Samsung,SC-02E,-3,-24,no
Samsung,SC-02F,-3,-24,no
Samsung,SC-02G,-3,-24,no
Samsung,SC-02H,0,-30,no
Samsung,SC-02J,7,-36,yes
Samsung,SC-02K,4,-27,yes
Samsung,SC-02L,-2,-25,yes
Samsung,SC-02M,-3,-24,no
Samsung,SC-03D,-3,-24,no
Samsung,SC-03E,-3,-24,no
Samsung,SC-03G,-3,-24,no
Samsung,SC-03J,-1,-25,no
Samsung,SC-03K,1,-35,yes
Samsung,SC-03L,-3,-24,no
Samsung,SC-04E,-3,-24,no
Samsung,SC-04F,0,-27,no
Samsung,SC-04G,4,-21,no
Samsung,SC-04J,-3,-24,no
Samsung,SC-04L,-7,-27,no
Samsung,SC-05D,-3,-24,no
Samsung,SC-05G,2,-26,no
Samsung,SC-05L,-3,-24,no
Samsung,SC-06D,-3,-24,no
Samsung,SC-51A,-3,-24,no
Samsung,SC-52A,-3,-24,no
Samsung,SCG01,-3,-24,no
Samsung,SCG02,-3,-24,no
Samsung,SCH-I100,-3,-24,no
Samsung,SCH-I110,-3,-24,no
Samsung,SCH-I200,-3,-24,no
Samsung,SCH-I200PP,-3,-24,no
Samsung,SCH-I339,-3,-24,no
Samsung,SCH-I400,-3,-24,no
Samsung,SCH-I405,-3,-24,no
Samsung,SCH-I405U,-3,-24,no
Samsung,SCH-I415,-3,-24,no
Samsung,SCH-I425,-3,-24,no
Samsung,SCH-I435,-3,-24,no
Samsung,SCH-I435L,-3,-24,no
Samsung,SCH-I500,-3,-24,no
Samsung,SCH-I509U,-3,-24,no
Samsung,SCH-I510,-3,-24,no
Samsung,SCH-I519,-3,-24,no
Samsung,SCH-I535,-3,-24,no
Samsung,SCH-I535PP,-3,-24,no
Samsung,SCH-I545,-3,-24,no
Samsung,SCH-I545L,-3,-24,no
Samsung,SCH-I545PP,-3,-24,no
Samsung,SCH-I605,-3,-24,no
Samsung,SCH-I619,-3,-24,no
Samsung,SCH-I629,-3,-24,no
Samsung,SCH-I639,-3,-24,no
Samsung,SCH-I659,-3,-24,no
Samsung,SCH-I679,-3,-24,no
Samsung,SCH-I699,-3,-24,no
Samsung,SCH-I699I,-3,-24,no
Samsung,SCH-I739,-3,-24,no
Samsung,SCH-I759,-3,-24,no
Samsung,SCH-I779,-3,-24,no
Samsung,SCH-I800,-3,-24,no
Samsung,SCH-I815,-3,-24,no
Samsung,SCH-I829,-3,-24,no
Samsung,SCH-I869,-3,-24,no
Samsung,SCH-I879,-3,-24,no
Samsung,SCH-I879E,-3,-24,no
Samsung,SCH-I905,-3,-24,no
Samsung,SCH-I915,-3,-24,no
Samsung,SCH-I919U,-3,-24,no
Samsung,SCH-I925,-3,-24,no
Samsung,SCH-I925U,-3,-24,no
Samsung,SCH-I939,-3,-24,no
Samsung,SCH-I939D,-3,-24,no
Samsung,SCH-I959,-3,-24,no
Samsung,SCH-L710,-3,-24,no
Samsung,SCH-M828C,-3,-24,no
Samsung,SCH-N719,-3,-24,no
Samsung,SCH-P709,-3,-24,no
Samsung,SCH-P729,-3,-24,no
Samsung,SCH-P739,-3,-24,no
Samsung,SCH-R530C,-3,-24,no
Samsung,SCH-R530M,-3,-24,no
Samsung,SCH-R530U,-3,-24,no
Samsung,SCH-R530X,-3,-24,no
Samsung,SCH-R680,-3,-24,no
Samsung,SCH-R720,-3,-24,no
Samsung,SCH-R730,-3,-24,no
Samsung,SCH-R740C,-3,-24,no
Samsung,SCH-R760,-3,-24,no
Samsung,SCH-R760X,-3,-24,no
Samsung,SCH-R820,-3,-24,no
Samsung,SCH-R830,-3,-24,no
Samsung,SCH-R830C,-3,-24,no
Samsung,SCH-R880,-3,-24,no
Samsung,SCH-R890,-3,-24,no
Samsung,SCH-R910,-3,-24,no
Samsung,SCH-R915,-3,-24,no
Samsung,SCH-R920,-3,-24,no
Samsung,SCH-R930,-3,-24,no
Samsung,SCH-R940,-3,-24,no
Samsung,SCH-R950,-3,-24,no
Samsung,SCH-R960,-3,-24,no
Samsung,SCH-R970,-3,-24,no
Samsung,SCH-R970C,-3,-24,no
Samsung,SCH-R970X,-3,-24,no
Samsung,SCH-S720C,-3,-24,no
Samsung,SCH-S735C,-3,-24,no
Samsung,SCH-S738C,-3,-24,no
Samsung,SCH-S950C,-3,-24,no
Samsung,SCH-S960L,-3,-24,no
Samsung,SCH-S968C,-3,-24,no
Samsung,SCH-W2013,-3,-24,no
Samsung,SCH-W789,-3,-24,no
Samsung,SCH-W899,-3,-24,no
Samsung,SCH-W9913,-3,-24,no
Samsung,SCH-W999,-3,-24,no
Samsung,SCH-i509,-3,-24,no
Samsung,SCH-i559,-3,-24,no
Samsung,SCH-i569,-3,-24,no
Samsung,SCH-i579,-3,-24,no
Samsung,SCH-i589,-3,-24,no
Samsung,SCH-i705,-3,-24,no
Samsung,SCH-i809,-3,-24,no
Samsung,SCH-i889,-3,-24,no
Samsung,SCH-i909,-3,-24,no
Samsung,SCH-i919,-3,-24,no
Samsung,SCH-i929,-3,-24,no
