oem,model,rssi correction (android rssi + rssi correction = iphone rssi),tx (as iphone would report for same power),has direct measurement
Huawei,HUAWEI VNS-DL00,-5,-19,no
Huawei,HUAWEI VNS-L21,-5,-19,no
Huawei,HUAWEI VNS-L22,-5,-19,no
Huawei,HUAWEI VNS-L23,-5,-19,no
Huawei,HUAWEI VNS-L31,-5,-19,no
Huawei,HUAWEI VNS-L52,-5,-19,no
Huawei,HUAWEI VNS-L53,-5,-19,no
Huawei,HUAWEI VNS-L62,-5,-19,no
Huawei,HUAWEI VNS-TL00,-5,-19,no
Huawei,HUAWEI WATCH,-5,-19,no
Huawei,HUAWEI Y 220T,-5,-19,no
Huawei,HUAWEI Y210-0010,-5,-19,no
Huawei,HUAWEI Y210-0100,-5,-19,no
Huawei,HUAWEI Y210-0151,-5,-19,no
Huawei,HUAWEI Y210-0200,-5,-19,no
Huawei,HUAWEI Y210-0251,-5,-19,no
Huawei,HUAWEI Y210-2010,-5,-19,no
Huawei,HUAWEI Y220-T10,-5,-19,no
Huawei,HUAWEI Y221-U03,-5,-19,no
Huawei,HUAWEI Y221-U12,-5,-19,no
Huawei,HUAWEI Y221-U22,-5,-19,no
Huawei,HUAWEI Y221-U33,-5,-19,no
Huawei,HUAWEI Y221-U43,-5,-19,no
Huawei,HUAWEI Y221-U53,-5,-19,no
Huawei,HUAWEI Y300-0000,-5,-19,no
Huawei,HUAWEI Y300-0100,-5,-19,no
Huawei,HUAWEI Y300-0151,-5,-19,no
Huawei,HUAWEI Y310-5000,-5,-19,no
Huawei,HUAWEI Y310-T10,-5,-19,no
Huawei,HUAWEI Y320-C00,-5,-19,no
Huawei,HUAWEI Y320-T00,-5,-19,no
Huawei,HUAWEI Y320-U01,-5,-19,no
Huawei,HUAWEI Y320-U10,-5,-19,no
Huawei,HUAWEI Y320-U151,-5,-19,no
Huawei,HUAWEI Y320-U30,-5,-19,no
Huawei,HUAWEI Y320-U351,-5,-19,no
Huawei,HUAWEI Y321-C00,-5,-19,no
Huawei,HUAWEI Y321-U051,-5,-19,no
Huawei,HUAWEI Y325-T00,-5,-19,no
Huawei,HUAWEI Y330-C00,-5,-19,no
Huawei,HUAWEI Y330-U01,-5,-19,no
Huawei,HUAWEI Y330-U05,-5,-19,no
Huawei,HUAWEI Y330-U07,-5,-19,no
Huawei,HUAWEI Y330-U08,-5,-19,no
Huawei,HUAWEI Y330-U11,-5,-19,no
Huawei,HUAWEI Y330-U15,-5,-19,no
Huawei,HUAWEI Y330-U17,-5,-19,no
Huawei,HUAWEI Y330-U21,-5,-19,no
Huawei,HUAWEI Y336-A1,-5,-19,no
Huawei,HUAWEI Y336-U02,-5,-19,no
Huawei,HUAWEI Y336-U12,-5,-19,no
Huawei,HUAWEI Y360-U03,-5,-19,no
Huawei,HUAWEI Y360-U103,-5,-19,no
Huawei,HUAWEI Y360-U12,-5,-19,no
Huawei,HUAWEI Y360-U23,-5,-19,no
Huawei,HUAWEI Y360-U31,-5,-19,no
Huawei,HUAWEI Y360-U42,-5,-19,no
Huawei,HUAWEI Y360-U61,-5,-19,no
Huawei,HUAWEI Y360-U72,-5,-19,no
Huawei,HUAWEI Y360-U82,-5,-19,no
Huawei,HUAWEI Y360-U93,-5,-19,no
Huawei,HUAWEI Y500-T00,-5,-19,no
Huawei,HUAWEI Y511-T00,-5,-19,no
Huawei,HUAWEI Y511-U10,-5,-19,no
Huawei,HUAWEI Y511-U251,-5,-19,no
Huawei,HUAWEI Y511-U30,-5,-19,no
Huawei,HUAWEI Y516-T00,-5,-19,no
Huawei,HUAWEI Y518-T00,-5,-19,no
Huawei,HUAWEI Y520-U03,-5,-19,no
Huawei,HUAWEI Y520-U12,-5,-19,no
Huawei,HUAWEI Y520-U22,-5,-19,no
Huawei,HUAWEI Y520-U33,-5,-19,no
Huawei,HUAWEI Y523-L076,-5,-19,no
Huawei,HUAWEI Y523-L176,-5,-19,no
Huawei,HUAWEI Y530,-5,-19,no
Huawei,HUAWEI Y530-U00,-5,-19,no
Huawei,HUAWEI Y530-U051,-5,-19,no
Huawei,HUAWEI Y535-C00,-5,-19,no
Huawei,HUAWEI Y535D-C00,-5,-19,no
Huawei,HUAWEI Y536A1,-5,-19,no
Huawei,HUAWEI Y540-U01,-5,-19,no
Huawei,HUAWEI Y541-U02,-5,-19,no
Huawei,HUAWEI Y550,-5,-19,no
Huawei,HUAWEI Y550-L01,-5,-19,no
Huawei,HUAWEI Y550-L02,-5,-19,no
Huawei,HUAWEI Y550-L03,-5,-19,no
Huawei,HUAWEI Y560-CL00,-5,-19,no
Huawei,HUAWEI Y560-L01,-5,-19,no
Huawei,HUAWEI Y560-L02,-5,-19,no
Huawei,HUAWEI Y560-L03,-5,-19,no
Huawei,HUAWEI Y560-L23,-5,-19,no
Huawei,HUAWEI Y560-U02,-5,-19,no
Huawei,HUAWEI Y560-U03,-5,-19,no
Huawei,HUAWEI Y560-U12,-5,-19,no
Huawei,HUAWEI Y560-U23,-5,-19,no
Huawei,HUAWEI Y600-U00,-5,-19,no
Huawei,HUAWEI Y600-U151,-5,-19,no
Huawei,HUAWEI Y600-U20,-5,-19,no
Huawei,HUAWEI Y600-U351,-5,-19,no
Huawei,HUAWEI Y600-U40,-5,-19,no
Huawei,HUAWEI Y600D-C00,-5,-19,no
Huawei,HUAWEI Y610-U00,-5,-19,no
Huawei,HUAWEI Y618-T00,-5,-19,no
Huawei,HUAWEI Y625-U13,-5,-19,no
Huawei,HUAWEI Y625-U21,-5,-19,no
Huawei,HUAWEI Y625-U32,-5,-19,no
Huawei,HUAWEI Y625-U43,-5,-19,no
Huawei,HUAWEI Y625-U51,-5,-19,no
Huawei,HUAWEI Y635-CL00,-5,-19,no
Huawei,HUAWEI Y635-L02,-5,-19,no
Huawei,HUAWEI Y635-L03,-5,-19,no
Huawei,HUAWEI Y635-TL00,-5,-19,no
Huawei,HUAWEI-C8850,-5,-19,no
Huawei,HUAWEI-M835,-5,-19,no
Huawei,HUAWEI-M860,-5,-19,no
Huawei,HUAWEI-M920,-5,-19,no
Huawei,HUAWEI-M931,-5,-19,no
Huawei,HUAWEI-S7,-5,-19,no
Huawei,HUAWEI-U8850,-5,-19,no
Huawei,HUAWEI-U9000,-5,-19,no
Huawei,HUAWEI-WATCH,-5,-19,no
Huawei,HUAWEI_Ascend G 300,-5,-19,no
Huawei,HUAWEI_IDEOS_U8500,-5,-19,no
Huawei,HUAWEI_IDEOS_U8650,-5,-19,no
Huawei,HUAWEI_IDEOS_X5,-5,-19,no
Huawei,HUAWEI_U8860,-5,-19,no
Huawei,HW-01E,-5,-19,no
Huawei,HW-01K,-9,-32,yes
Huawei,HW-02L,-5,-19,no
Huawei,HW-03E,-5,-19,no
Huawei,HW-H60-J1,-5,-19,no
Huawei,HW-SCL-L32,-5,-19,no
Huawei,HWI-AL00,-5,-19,no
Huawei,HWI-TL00,-5,-19,no
Huawei,HWT31,-5,-19,no
Huawei,HWV31,-5,-19,no
Huawei,HWV32,-5,-19,no
Huawei,HWV33,-5,-19,no
Huawei,HiTV-M1,-5,-19,no
Huawei,Hol-T00,-5,-19,no
Huawei,Hol-U10,-5,-19,no
Huawei,Hol-U19,-5,-19,no
Huawei,Honor T1 8.0,-5,-19,no
Huawei,Huawei 858,-5,-19,no
Huawei,Huawei IDEOS X3,-5,-19,no
Huawei,Huawei Ideos X1,-5,-19,no
Huawei,Huawei S7-312u,-5,-19,no
Huawei,Huawei U8110,-5,-19,no
Huawei,Huawei U8800-51,-5,-19,no
Huawei,Huawei Y301A1,-5,-19,no
Huawei,Huawei Y301A2,-5,-19,no
Huawei,Huawei-H867G,-5,-19,no
Huawei,Huawei-U8652,-5,-19,no
Huawei,Huawei-U8665,-5,-19,no
Huawei,Huawei-U8687,-5,-19,no
Huawei,HuaweiES8500,-5,-19,no
Huawei,HuaweiG510-0100,-5,-19,no
Huawei,HuaweiG510-0100-orange,-5,-19,no
Huawei,HuaweiU8180,-5,-19,no
Huawei,HuaweiU8300,-5,-19,no
Huawei,HuaweiU8350,-5,-19,no
Huawei,HuaweiU8500,-5,-19,no
Huawei,HuaweiU8510,-5,-19,no
Huawei,HuaweiU8650,-5,-19,no
Huawei,HuaweiU8800Pro,-5,-19,no
Huawei,Huawei_8100-9,-5,-19,no
Huawei,ICE,-5,-19,no
Huawei,IDEOS S7 Slim,-5,-19,no
Huawei,IDEOS X1,-5,-19,no
Huawei,IDEOS X5,-5,-19,no
Huawei,INE-AL00,-5,-19,no
Huawei,INE-LX1,-5,-19,no
Huawei,INE-LX1r,-5,-19,no
Huawei,INE-LX2,-5,-19,no
Huawei,INE-LX2r,-5,-19,no
Huawei,INE-TL00,-5,-19,no
Huawei,Ice-Twist,-5,-19,no
Huawei,Ideos,-5,-19,no
Huawei,Ideos S7,-5,-19,no
Huawei,JAT-AL00,-5,-19,no
Huawei,JAT-L29,-5,-19,no
Huawei,JAT-L41,-5,-19,no
Huawei,JAT-LX1,-5,-19,no
Huawei,JAT-LX3,-5,-19,no
Huawei,JAT-TL00,-5,-19,no
Huawei,JDN-AL00,-5,-19,no
Huawei,JDN-L01,-5,-19,no
Huawei,JDN-W09,-5,-19,no
Huawei,JDN2-AL00,-5,-19,no
Huawei,JDN2-AL00HN,-5,-19,no
Huawei,JDN2-L09,-5,-19,no
Huawei,JDN2-W09,-5,-19,no
Huawei,JDN2-W09HN,-5,-19,no
Huawei,JKM-AL00,-5,-19,no
Huawei,JKM-AL00a,-5,-19,no
Huawei,JKM-AL00b,-5,-19,no
Huawei,JKM-LX1,-5,-19,no
Huawei,JKM-LX2,-5,-19,no
Huawei,JKM-LX3,-5,-19,no
Huawei,JKM-TL00,-5,-19,no
Huawei,JMM-AL00,-5,-19,no
Huawei,JMM-AL10,-5,-19,no
Huawei,JMM-L22,-5,-19,no
Huawei,JMM-TL00,-5,-19,no
Huawei,JMM-TL10,-5,-19,no
Huawei,JSN-AL00,-5,-19,no
Huawei,JSN-AL00a,-5,-19,no
Huawei,JSN-L21,-5,-19,no
Huawei,JSN-L22,-5,-19,no
Huawei,JSN-L23,-5,-19,no
Huawei,JSN-L42,-5,-19,no
Huawei,JSN-TL00,-5,-19,no
Huawei,KII-L21,-5,-19,no
Huawei,KIW-AL10,-5,-19,no
Huawei,KIW-AL20,-5,-19,no
Huawei,KIW-CL00,-5,-19,no
Huawei,KIW-L21,-5,-19,no
Huawei,KIW-L22,-1,-23,no
Huawei,KIW-L23,-1,-23,no
Huawei,KIW-L24,-1,-23,yes
Huawei,KIW-TL00,-5,-19,no
Huawei,KIW-TL00H,-5,-19,no
Huawei,KIW-UL00,-5,-19,no
Huawei,KNT-AL10,-5,-19,no
Huawei,KNT-AL20,-5,-19,no
Huawei,KNT-TL10,-5,-19,no
Huawei,KNT-UL10,-5,-19,no
Huawei,KOB-L09,-5,-19,no
Huawei,KOB-W09,-5,-19,no
Huawei,KSA-AL00,-5,-19,no
Huawei,KSA-LX2,-5,-19,no
Huawei,KSA-LX3,-5,-19,no
Huawei,KSA-LX9,-5,-19,no
Huawei,KSA-TL00,-5,-19,no
Huawei,Kavak Y625-U03,-5,-19,no
Huawei,Kestrel,-5,-19,no
Huawei,Kyivstar Aqua,-5,-19,no
Huawei,Kyivstar Terra,-5,-19,no
Huawei,LDN-AL00,-5,-19,no
Huawei,LDN-AL10,-5,-19,no
Huawei,LDN-AL20,-5,-19,no
Huawei,LDN-L01,-5,-19,no
Huawei,LDN-L21,-5,-19,no
Huawei,LDN-LX2,-5,-19,no
Huawei,LDN-LX3,-5,-19,no
Huawei,LDN-TL00,-5,-19,no
Huawei,LDN-TL10,-5,-19,no
Huawei,LDN-TL20,-5,-19,no
Huawei,LEO-BX9,-5,-19,no
Huawei,LEO-DLXX,-5,-19,no
Huawei,LLD-AL00,-5,-19,no
Huawei,LLD-AL10,-5,-19,no
Huawei,LLD-AL20,-5,-19,no
Huawei,LLD-AL30,-5,-19,no
Huawei,LLD-L21,-5,-19,no
Huawei,LLD-L31,-5,-19,no
Huawei,LLD-TL10,-5,-19,no
Huawei,LND-AL30,-5,-19,no
Huawei,LND-AL40,-5,-19,no
Huawei,LND-L29,-5,-19,no
Huawei,LND-TL30,-5,-19,no
Huawei,LND-TL40,-5,-19,no
Huawei,LON-AL00,-5,-19,no
Huawei,LON-L29,-5,-19,no
Huawei,LYA-AL00,-5,-19,no
Huawei,LYA-AL00P,-5,-19,no
Huawei,LYA-AL10,-5,-19,no
Huawei,LYA-L09,-5,-19,no
Huawei,LYA-L0C,-5,-19,no
Huawei,LYA-L29,-5,-19,no
Huawei,LYA-TL00,-5,-19,no
Huawei,LYO-L21,-5,-19,no
Huawei,Leopard MF808,-5,-19,no
Huawei,Luno,-5,-19,no
Huawei,M220,-5,-19,no
Huawei,M220c,-5,-19,no
Huawei,M310,-5,-19,no
Huawei,M311,-5,-19,no
Huawei,M321,-5,-19,no
Huawei,M330,-5,-19,no
Huawei,M380-10,-5,-19,no
Huawei,M620,-5,-19,no
Huawei,M650,-5,-19,no
Huawei,M660,-5,-19,no
Huawei,M860,-5,-19,no
Huawei,M865,-5,-19,no
Huawei,M865C,-5,-19,no
Huawei,M866,-5,-19,no
Huawei,M886,-5,-19,no
Huawei,MAR-AL00,-5,-19,no
Huawei,MAR-LX1A,-5,-19,no
Huawei,MAR-LX1Am,-5,-19,no
Huawei,MAR-LX1B,-5,-19,no
Huawei,MAR-LX1H,-5,-19,no
Huawei,MAR-LX1M,-5,-19,no
Huawei,MAR-LX1Mm,-5,-19,no
Huawei,MAR-LX1R,-5,-19,no
Huawei,MAR-LX2,-5,-19,no
Huawei,MAR-LX2B,-5,-19,no
Huawei,MAR-LX2J,-5,-19,no
Huawei,MAR-LX2m,-5,-19,no
Huawei,MAR-LX3A,-5,-19,no
Huawei,MAR-LX3Am,-5,-19,no
Huawei,MAR-LX3Bm,-5,-19,no
Huawei,MAR-TL00,-5,-19,no
Huawei,MF8503,-5,-19,no
Huawei,MHA-AL00,-1,-37,no
Huawei,MHA-L09,-1,-37,no
Huawei,MHA-L29,-1,-37,yes
Huawei,MHA-TL00,-1,-37,no
Huawei,MLA-AL00,-5,-19,no
Huawei,MLA-AL10,-5,-19,no
Huawei,MLA-L01,-5,-19,no
Huawei,MLA-L02,-5,-19,no
Huawei,MLA-L03,-5,-19,no
Huawei,MLA-L11,-5,-19,no
Huawei,MLA-L12,-5,-19,no
Huawei,MLA-L13,-5,-19,no
Huawei,MLA-TL00,-5,-19,no
Huawei,MLA-UL00,-5,-19,no
Huawei,MON-AL19,-5,-19,no
Huawei,MON-AL19B,-5,-19,no
Huawei,MON-W19,-5,-19,no
Huawei,MRD-AL00,-5,-19,no
Huawei,MRD-LX1,-5,-19,no
Huawei,MRD-LX1F,-5,-19,no
Huawei,MRD-LX1N,-5,-19,no
Huawei,MRD-LX2,-5,-19,no
Huawei,MRD-LX3,-5,-19,no
Huawei,MRD-TL00,-5,-19,no
Huawei,MS4C,-5,-19,no
Huawei,MT-803G,-5,-19,no
Huawei,MT2L03,-5,-19,no
Huawei,MTC 950,-5,-19,no
Huawei,MTC 955,-5,-19,no
Huawei,MTC Bravo,-5,-19,no
Huawei,MTC Evo,-5,-19,no
Huawei,MTC Fit,-5,-19,no
Huawei,MTC Mini,-5,-19,no
Huawei,MTC Neo,-5,-19,no
Huawei,MTC Pro,-5,-19,no
Huawei,MTC Viva,-5,-19,no
Huawei,MTC_A,-5,-19,no
Huawei,MTC_EVO,-5,-19,no
Huawei,MTS-SP101,-5,-19,no
Huawei,MTS-SP140,-5,-19,no
Huawei,MYA-AL00,-5,-19,no
Huawei,MYA-AL10,-5,-19,no
Huawei,MYA-L02,-5,-19,no
Huawei,MYA-L03,-5,-19,no
Huawei,MYA-L11,-5,-19,no
Huawei,MYA-L13,-5,-19,no
Huawei,MYA-L22,-5,-19,no
Huawei,MYA-L23,-5,-19,no
Huawei,MYA-L41,-5,-19,no
Huawei,MYA-TL00,-5,-19,no
Huawei,MYA-TL10,-5,-19,no
Huawei,MYA-U29,-5,-19,no
Huawei,MediaPad,-5,-19,no
Huawei,MediaPad 10 FHD,-5,-19,no
Huawei,MediaPad 10 LINK,-5,-19,no
Huawei,MediaPad 10 Link+,-5,-19,no
Huawei,MediaPad 7 Classic,-5,-19,no
Huawei,MediaPad 7 Lite,-5,-19,no
Huawei,MediaPad 7 Lite II,-5,-19,no
Huawei,MediaPad 7 Lite+,-5,-19,no
Huawei,MediaPad 7 Vogue,-5,-19,no
Huawei,MediaPad 7 Youth,-5,-19,no
Huawei,MediaPad 7 Youth 2,-5,-19,no
Huawei,MediaPad M1 8.0,-5,-19,no
Huawei,MediaPad M1 8.0 (LTE),-5,-19,no
Huawei,MediaPad M1 8.0 (WIFI),-5,-19,no
Huawei,MediaPad T1 8.0,-5,-19,no
Huawei,MediaPad T1 8.0 Pro,-5,-19,no
Huawei,MediaPad X1,-5,-19,no
Huawei,MediaPad X1 7.0,-5,-19,no
Huawei,MegaFon SP-A3,-5,-19,no
Huawei,MegaFon U8500,-5,-19,no
Huawei,NATCOM N8302,-5,-19,no
Huawei,NCE-AL00,-5,-19,no
Huawei,NCE-AL10,-5,-19,no
Huawei,NCE-TL10,-5,-19,no
Huawei,NEM-AL10,-5,-19,no
Huawei,NEM-L21,-5,-19,no
Huawei,NEM-L22,-5,-19,no
Huawei,NEM-L51,-5,-19,no
Huawei,NEM-TL00,-5,-19,no
Huawei,NEM-TL00H,-5,-19,no
Huawei,NEM-UL10,-5,-19,no
Huawei,NEO-AL00,-13,-29,no
Huawei,NEO-L29,-13,-29,yes
Huawei,NTS-AL00,-5,-19,no
Huawei,NXT-AL10,-5,-19,no
Huawei,NXT-CL00,-5,-19,no
Huawei,NXT-DL00,-5,-19,no
Huawei,NXT-L09,-5,-19,no
Huawei,NXT-L29,-5,-19,no
Huawei,NXT-TL00,-5,-19,no
Huawei,Netphone 501,-5,-19,no
Huawei,Nexus 6P,-4,-31,yes
Huawei,ORINOQUIA Auyantepui+Y221-U03,-5,-19,no
Huawei,ORINOQUIA C8688V,-5,-19,no
Huawei,Orange Daytona,-5,-19,no
Huawei,Orange Gova,-5,-19,no
Huawei,Orange Yumo,-5,-19,no
Huawei,Orinoquia Auyantepui Y210,-5,-19,no
Huawei,Orinoquia Gran Roraima + S7-722u,-5,-19,no
Huawei,Orinoquia Gran Roraima S7-702u,-5,-19,no
Huawei,Orinoquia Roraima S7-932u,-5,-19,no
Huawei,Oysters SmaKit S7,-5,-19,no
Huawei,P6 S-L04,-5,-19,no
Huawei,PAR-AL00,-5,-19,no
Huawei,PAR-L21,-5,-19,no
Huawei,PAR-L29,-5,-19,no
Huawei,PAR-LX1,-5,-19,no
Huawei,PAR-LX1M,-5,-19,no
Huawei,PAR-LX9,-5,-19,no
Huawei,PAR-TL00,-5,-19,no
Huawei,PAR-TL20,-5,-19,no
Huawei,PCT-AL10,-5,-19,no
Huawei,PCT-L29,-5,-19,no
Huawei,PCT-TL10,-5,-19,no
Huawei,PE-CL00,-5,-19,no
Huawei,PE-TL00M,-5,-19,no
Huawei,PE-TL10,-5,-19,no
Huawei,PE-TL20,-5,-19,no
Huawei,PE-UL00,-5,-19,no
Huawei,PIC-AL00,-7,-9,yes
Huawei,PIC-LX9,-5,-19,no
Huawei,PIC-TL00,-7,-9,no
Huawei,PLE-701L,-5,-19,no
Huawei,PLE-703L,-5,-19,no
Huawei,PLK-AL10,-5,-19,no
Huawei,PLK-CL00,-5,-19,no
Huawei,PLK-L01,-5,-19,no
Huawei,PLK-TL00,-5,-19,no
Huawei,PLK-TL01H,-5,-19,no
Huawei,PLK-UL00,-5,-19,no
Huawei,POT-AL00,-5,-19,no
Huawei,POT-AL00a,-5,-19,no
Huawei,POT-AL10,-5,-19,no
Huawei,POT-LX1,-5,-19,no
Huawei,POT-LX1A,-5,-19,no
Huawei,POT-LX1AF,-5,-19,no
Huawei,POT-LX1T,-5,-19,no
Huawei,POT-LX2J,-5,-19,no
Huawei,POT-LX3,-5,-19,no
Huawei,POT-TL00a,-5,-19,no
Huawei,PRA-AL00,-5,-19,no
Huawei,PRA-AL00X,-5,-19,no
Huawei,PRA-LA1,0,-7,no
Huawei,PRA-LX1,0,-7,yes
Huawei,PRA-LX2,-5,-19,no
Huawei,PRA-LX3,-5,-19,no
Huawei,PRA-TL10,-5,-19,no
Huawei,Pelephone-Y300-,-5,-19,no
Huawei,Personal Huawei G620S,-5,-19,no
Huawei,Personal Huawei Y550,-5,-19,no
Huawei,Personal U8350,-5,-19,no
Huawei,Personal U8655-51,-5,-19,no
Huawei,Personal U8815-51,-5,-19,no
Huawei,Prism,-5,-19,no
Huawei,Prism II,-5,-19,no
Huawei,Pulse,-5,-19,no
Huawei,Pulse Mini,-5,-19,no
Huawei,Q22,-5,-19,no
Huawei,QH-10,-5,-19,no
Huawei,RBM C,-5,-19,no
Huawei,RBM_HD,-5,-19,no
Huawei,RIO-L03,-5,-19,no
Huawei,RNE-AL00,-5,-19,no
Huawei,RNE-L01,-5,-19,no
Huawei,RNE-L02,-5,-19,no
Huawei,RNE-L03,-5,-19,no
Huawei,RNE-L21,-5,-19,no
Huawei,RNE-L22,-5,-19,no
Huawei,RNE-L23,-5,-19,no
Huawei,RVL-AL09,-5,-19,no
Huawei,S10-232L,-5,-19,no
Huawei,S31HW,-5,-19,no
Huawei,S41HW,-5,-19,no
Huawei,S42HW,-5,-19,no
Huawei,S7,-5,-19,no
Huawei,S7-721u,-5,-19,no
Huawei,S8-303L,-5,-19,no
Huawei,S8-303LT,-5,-19,no
Huawei,S8-306L,-5,-19,no
Huawei,S8-701u,-5,-19,no
Huawei,S8-701w,-5,-19,no
Huawei,S8-821w,-5,-19,no
Huawei,SCC-U21,-5,-19,no
Huawei,SCL-AL00,-5,-19,no
Huawei,SCL-CL00,-5,-19,no
Huawei,SCL-L01,-5,-19,no
Huawei,SCL-TL00,-5,-19,no
Huawei,SCL-TL00H,-5,-19,no
Huawei,SCL-U23,-5,-19,no
Huawei,SHT-AL09,-5,-19,no
Huawei,SHT-W09,-5,-19,no
Huawei,SLA-AL00,-5,-19,no
Huawei,SLA-L02,-5,-19,no
Huawei,SLA-L03,-5,-19,no
Huawei,SLA-L22,-5,-19,no
Huawei,SLA-L23,-5,-19,no
Huawei,SLA-TL10,-5,-19,no
Huawei,SNE-AL00,-5,-19,no
Huawei,SNE-LX1,-5,-19,no
Huawei,SNE-LX2,-5,-19,no
Huawei,SNE-LX3,-5,-19,no
Huawei,SONIC,-5,-19,no
Huawei,STARTRAIL II,-5,-19,no
Huawei,STF-AL00,-5,-19,no
Huawei,STF-AL10,-5,-19,no
Huawei,STF-L09,-5,-19,no
Huawei,STF-L09S,-5,-19,no
Huawei,STF-TL10,-5,-19,no
Huawei,STK-AL00,-5,-19,no
Huawei,STK-L21,-5,-19,no
Huawei,STK-L22,-5,-19,no
Huawei,STK-LX1,-5,-19,no
Huawei,STK-LX3,-5,-19,no
Huawei,STK-TL00,-5,-19,no
Huawei,Smile,-5,-19,no
Huawei,SpeedTAB,-5,-19,no
Huawei,Speedsurfer,-5,-19,no
Huawei,SpringBoard,-5,-19,no
Huawei,Starshine,-5,-19,no
Huawei,Stockholm,-5,-19,no
Huawei,T-101,-5,-19,no
Huawei,T-Mobile myTouch,-5,-19,no
Huawei,T-Mobile myTouch Q,-5,-19,no
Huawei,T1 7.0,-5,-19,no
Huawei,T1-701u,-5,-19,no
Huawei,T1-701ua,-5,-19,no
Huawei,T1-701us,-5,-19,no
Huawei,T1-701w,-5,-19,no
Huawei,T1-821L,-5,-19,no
Huawei,T1-821w,-5,-19,no
Huawei,T1-823L,-5,-19,no
Huawei,T1-A21L,-5,-19,no
Huawei,T1-A21w,-5,-19,no
Huawei,T1-A22L,-5,-19,no
Huawei,T1-A23L,-5,-19,no
Huawei,T101 PAD,-5,-19,no
Huawei,T102 PAD,-5,-19,no
Huawei,T801 PAD,-5,-19,no
Huawei,T802 PAD,-5,-19,no
Huawei,T8620,-5,-19,no
Huawei,T8830,-5,-19,no
Huawei,T8830Pro,-5,-19,no
Huawei,T9200,-5,-19,no
Huawei,T9510E,-5,-19,no
Huawei,TB01,-5,-19,no
Huawei,TIT-AL00,-6,-9,no
Huawei,TIT-L01,-6,-9,no
Huawei,TNY-AL00,-5,-19,no
Huawei,TNY-TL00,-5,-19,no
Huawei,TRT-AL00,-5,-19,no
Huawei,TRT-AL00A,-5,-19,no
Huawei,TRT-L21A,-5,-19,no
Huawei,TRT-L53,-5,-19,no
Huawei,TRT-LX1,-5,-19,no
Huawei,TRT-LX2,-5,-19,no
Huawei,TRT-LX3,-5,-19,no
Huawei,TRT-TL10,-5,-19,no
Huawei,TRT-TL10A,-5,-19,no
Huawei,TSP21,-5,-19,no
Huawei,TURKCELL MaxiPRO5,-5,-19,no
Huawei,Tactile internet,-5,-19,no
Huawei,Telpad Dual S,-5,-19,no
Huawei,Telpad QS,-5,-19,no
Huawei,Telpad Quad S,-5,-19,no
Huawei,Temptation,-5,-19,no
Huawei,Turkcell T10,-5,-19,no
Huawei,Turkcell T20,-5,-19,no
Huawei,U8100,-5,-19,no
Huawei,U8110,-5,-19,no
Huawei,U8180,-5,-19,no
Huawei,U8185,-5,-19,no
Huawei,U8186,-5,-19,no
Huawei,U8220,-5,-19,no
Huawei,U8220PLUS,-5,-19,no
Huawei,U8230,-5,-19,no
Huawei,U8300,-5,-19,no
Huawei,U8350,-5,-19,no
Huawei,U8350-51,-5,-19,no
Huawei,U8500,-5,-19,no
Huawei,U8510,-5,-19,no
Huawei,U8520,-5,-19,no
Huawei,U8600,-5,-19,no
Huawei,U8650,-5,-19,no
Huawei,U8650-1,-5,-19,no
Huawei,U8651,-5,-19,no
Huawei,U8651T,-5,-19,no
Huawei,U8652,-5,-19,no
Huawei,U8652-51,-5,-19,no
Huawei,U8655,-5,-19,no
Huawei,U8655-1,-5,-19,no
Huawei,U8655-51,-5,-19,no
Huawei,U8666-1,-5,-19,no
Huawei,U8666-51,-5,-19,no
Huawei,U8667,-5,-19,no
Huawei,U8800,-5,-19,no
Huawei,U8800-51,-5,-19,no
Huawei,U8800Pro,-5,-19,no
Huawei,U8812D,-5,-19,no
Huawei,U8815,-5,-19,no
Huawei,U8815-51,-5,-19,no
Huawei,U8815N,-5,-19,no
Huawei,U8816,-5,-19,no
Huawei,U8818,-5,-19,no
Huawei,U8820,-5,-19,no
Huawei,U8832D,-5,-19,no
Huawei,U8836D,-5,-19,no
Huawei,U8860,-5,-19,no
Huawei,U8860-51,-5,-19,no
Huawei,U8867Z,-5,-19,no
Huawei,U9200,-5,-19,no
Huawei,U9200E,-5,-19,no
Huawei,U9202L-1,-5,-19,no
Huawei,U9202L-3,-5,-19,no
Huawei,U9500,-5,-19,no
Huawei,U9500E,-5,-19,no
Huawei,U9510,-5,-19,no
Huawei,UM840,-5,-19,no
Huawei,USCCADR3305,-5,-19,no
Huawei,USCCADR3310,-5,-19,no
Huawei,Ucell,-5,-19,no
Huawei,Ultym5,-5,-19,no
Huawei,V8510,-5,-19,no
Huawei,VCE-AL00,-5,-19,no
Huawei,VCE-L22,-5,-19,no
Huawei,VCE-TL00,-5,-19,no
Huawei,VEN-L22,-5,-19,no
Huawei,VIE-AL10,-5,-19,no
Huawei,VIE-L09,-5,-19,no
Huawei,VIE-L29,-5,-19,no
Huawei,VIETTEL V8404,-5,-19,no
Huawei,VIETTEL V8506,-5,-19,no
Huawei,VKY-AL00,-5,-19,no
Huawei,VKY-L09,-5,-19,no
Huawei,VKY-L29,-5,-19,no
Huawei,VKY-TL00,-5,-19,no
Huawei,VOG-AL00,-5,-19,no
Huawei,VOG-AL10,-5,-19,no
Huawei,VOG-L04,-5,-19,no
